standing,player_name,deck_code,card_name_jp,set_code,card_number,count,category
1,たか,dvFFkV-BQpx90-vkkbkF,メガアブソルex,M1L,,2,Pokemon
1,たか,dvFFkV-BQpx90-vkkbkF,メガガルーラex,M1S,,2,Pokemon
1,たか,dvFFkV-BQpx90-vkkbkF,オーガポン みどりのめんex,SV6,,2,Pokemon
1,たか,dvFFkV-BQpx90-vkkbkF,ラティアスex,SV7a,,2,Pokemon
1,たか,dvFFkV-BQpx90-vkkbkF,リーリエのピッピex,SV9,,1,Pokemon
1,たか,dvFFkV-BQpx90-vkkbkF,ガチグマ アカツキex,SV5a,,1,Pokemon
1,たか,dvFFkV-BQpx90-vkkbkF,マシマシラ,SV6,,3,Pokemon
1,たか,dvFFkV-BQpx90-vkkbkF,コダック,M2a,,1,Pokemon
1,たか,dvFFkV-BQpx90-vkkbkF,ニャースex,M3,,2,Pokemon
1,たか,dvFFkV-BQpx90-vkkbkF,キチキギスex,SV6a,,1,Pokemon
1,たか,dvFFkV-BQpx90-vkkbkF,オーガポン いしずえのめんex,MC,,1,Pokemon
1,たか,dvFFkV-BQpx90-vkkbkF,ハイパーボール,M2a,,4,Trainer
1,たか,dvFFkV-BQpx90-vkkbkF,エネルギーつけかえ,S11a,,4,Trainer
1,たか,dvFFkV-BQpx90-vkkbkF,ポケギア3.0,SV11B,,1,Trainer
1,たか,dvFFkV-BQpx90-vkkbkF,夜のタンカ,M1L,,2,Trainer
1,たか,dvFFkV-BQpx90-vkkbkF,アンフェアスタンプ(ACE SPEC),MC,,1,Trainer
1,たか,dvFFkV-BQpx90-vkkbkF,シアノ,SV8,,3,Trainer
1,たか,dvFFkV-BQpx90-vkkbkF,タケシのスカウト,SV9,,2,Trainer
1,たか,dvFFkV-BQpx90-vkkbkF,アカマツ,SV8a,,3,Trainer
1,たか,dvFFkV-BQpx90-vkkbkF,ボスの指令,SPD,,3,Trainer
1,たか,dvFFkV-BQpx90-vkkbkF,リーリエの決心,MC,,1,Trainer
1,たか,dvFFkV-BQpx90-vkkbkF,暗号マニアの解読,MC,,2,Trainer
1,たか,dvFFkV-BQpx90-vkkbkF,ゼロの大空洞,SV8a,,3,Trainer
1,たか,dvFFkV-BQpx90-vkkbkF,基本悪エネルギー,ENE,,4,Energy
1,たか,dvFFkV-BQpx90-vkkbkF,基本草エネルギー,CLF,,4,Energy
1,たか,dvFFkV-BQpx90-vkkbkF,基本超エネルギー,WCP,,2,Energy
1,たか,dvFFkV-BQpx90-vkkbkF,基本闘エネルギー,ENE,,1,Energy
1,たか,dvFFkV-BQpx90-vkkbkF,ミストエネルギー,SV8a,,2,Energy
2,わたよ,FFkVkv-clLM5g-kkFfdb,オーガポン みどりのめんex,SV8a,,4,Pokemon
2,わたよ,FFkVkv-clLM5g-kkFfdb,ミニーブ,SV10,,2,Pokemon
2,わたよ,FFkVkv-clLM5g-kkFfdb,オリーニョ,SV10,,2,Pokemon
2,わたよ,FFkVkv-clLM5g-kkFfdb,オリーヴァex,SV10,,2,Pokemon
2,わたよ,FFkVkv-clLM5g-kkFfdb,チコリータ,M1S,,2,Pokemon
2,わたよ,FFkVkv-clLM5g-kkFfdb,ベイリーフ,M1S,,2,Pokemon
2,わたよ,FFkVkv-clLM5g-kkFfdb,メガニウム,M1S,,2,Pokemon
2,わたよ,FFkVkv-clLM5g-kkFfdb,スボミー,M2a,,1,Pokemon
2,わたよ,FFkVkv-clLM5g-kkFfdb,キチキギスex,M2a,,1,Pokemon
2,わたよ,FFkVkv-clLM5g-kkFfdb,ニャースex,M3,,2,Pokemon
2,わたよ,FFkVkv-clLM5g-kkFfdb,むしとりセット,MC,,4,Trainer
2,わたよ,FFkVkv-clLM5g-kkFfdb,ハイパーボール,,,4,Trainer
2,わたよ,FFkVkv-clLM5g-kkFfdb,ポケパッド,M3,,2,Trainer
2,わたよ,FFkVkv-clLM5g-kkFfdb,夜のタンカ,MC,,1,Trainer
2,わたよ,FFkVkv-clLM5g-kkFfdb,アンフェアスタンプ(ACE SPEC),SV5a,,1,Trainer
2,わたよ,FFkVkv-clLM5g-kkFfdb,ふうせん,SV11B,,1,Trainer
2,わたよ,FFkVkv-clLM5g-kkFfdb,リーリエの決心,,,4,Trainer
2,わたよ,FFkVkv-clLM5g-kkFfdb,ヒカリ,M2,,3,Trainer
2,わたよ,FFkVkv-clLM5g-kkFfdb,スイレンのお世話,MC,,1,Trainer
2,わたよ,FFkVkv-clLM5g-kkFfdb,ジャッジマン,,,1,Trainer
2,わたよ,FFkVkv-clLM5g-kkFfdb,ボスの指令,S4a,,2,Trainer
2,わたよ,FFkVkv-clLM5g-kkFfdb,活力の森,M2a,,4,Trainer
2,わたよ,FFkVkv-clLM5g-kkFfdb,基本草エネルギー,ENE,,12,Energy
3,うみすけ,xxc848-RGDXVC-GGccKx,メガガルーラex,M1S,,2,Pokemon
3,うみすけ,xxc848-RGDXVC-GGccKx,ドラパルトex,SV8a,,2,Pokemon
3,うみすけ,xxc848-RGDXVC-GGccKx,ドロンチ,SV8a,,3,Pokemon
3,うみすけ,xxc848-RGDXVC-GGccKx,ドラメシヤ,SV8a,,3,Pokemon
3,うみすけ,xxc848-RGDXVC-GGccKx,マシマシラ,MC,,3,Pokemon
3,うみすけ,xxc848-RGDXVC-GGccKx,ラティアスex,MC,,2,Pokemon
3,うみすけ,xxc848-RGDXVC-GGccKx,リーリエのピッピex,MC,,1,Pokemon
3,うみすけ,xxc848-RGDXVC-GGccKx,ニャースex,M3,,2,Pokemon
3,うみすけ,xxc848-RGDXVC-GGccKx,スボミー,M2a,,1,Pokemon
3,うみすけ,xxc848-RGDXVC-GGccKx,シェイミ,M2a,,1,Pokemon
3,うみすけ,xxc848-RGDXVC-GGccKx,キチキギスex,M2a,,1,Pokemon
3,うみすけ,xxc848-RGDXVC-GGccKx,パオジアン,SV8,,1,Pokemon
3,うみすけ,xxc848-RGDXVC-GGccKx,アンフェアスタンプ(ACE SPEC),MC,,1,Trainer
3,うみすけ,xxc848-RGDXVC-GGccKx,ハイパーボール,SVLN,,4,Trainer
3,うみすけ,xxc848-RGDXVC-GGccKx,ポケパッド,M3,,4,Trainer
3,うみすけ,xxc848-RGDXVC-GGccKx,夜のタンカ,MC,,2,Trainer
3,うみすけ,xxc848-RGDXVC-GGccKx,エネルギーつけかえ,MC,,1,Trainer
3,うみすけ,xxc848-RGDXVC-GGccKx,アカマツ,SVLS,,4,Trainer
3,うみすけ,xxc848-RGDXVC-GGccKx,ボスの指令,,,3,Trainer
3,うみすけ,xxc848-RGDXVC-GGccKx,リーリエの決心,,,2,Trainer
3,うみすけ,xxc848-RGDXVC-GGccKx,タケシのスカウト,SV9,,2,Trainer
3,うみすけ,xxc848-RGDXVC-GGccKx,ヒカリ,M2,,1,Trainer
3,うみすけ,xxc848-RGDXVC-GGccKx,暗号マニアの解読,MC,,1,Trainer
3,うみすけ,xxc848-RGDXVC-GGccKx,クラウン,SV11W,,1,Trainer
3,うみすけ,xxc848-RGDXVC-GGccKx,ゼロの大空洞,M2a,,2,Trainer
3,うみすけ,xxc848-RGDXVC-GGccKx,基本超エネルギー,ENE,,4,Energy
3,うみすけ,xxc848-RGDXVC-GGccKx,基本炎エネルギー,ENE,,3,Energy
3,うみすけ,xxc848-RGDXVC-GGccKx,基本悪エネルギー,ENE,,3,Energy
3,あずさ,n9NnPn-YReTn6-Lnn9gL,テツノイサハex,SV5M,,1,Pokemon
3,あずさ,n9NnPn-YReTn6-Lnn9gL,オーガポン みどりのめんex,SV6,,4,Pokemon
3,あずさ,n9NnPn-YReTn6-Lnn9gL,タケルライコex,SV5K,,2,Pokemon
3,あずさ,n9NnPn-YReTn6-Lnn9gL,タケルライコ,SV7,,1,Pokemon
3,あずさ,n9NnPn-YReTn6-Lnn9gL,ラティアスex,SV7a,,1,Pokemon
3,あずさ,n9NnPn-YReTn6-Lnn9gL,リーリエのピッピex,SV9,,2,Pokemon
3,あずさ,n9NnPn-YReTn6-Lnn9gL,キチキギスex,M2a,,1,Pokemon
3,あずさ,n9NnPn-YReTn6-Lnn9gL,テラパゴスex,SV7,,1,Pokemon
3,あずさ,n9NnPn-YReTn6-Lnn9gL,ヨルノズク,SV7,,3,Pokemon
3,あずさ,n9NnPn-YReTn6-Lnn9gL,ホーホー,M2a,,3,Pokemon
3,あずさ,n9NnPn-YReTn6-Lnn9gL,スピンロトム,SV8a,,2,Pokemon
3,あずさ,n9NnPn-YReTn6-Lnn9gL,ハイパーボール,SM9b,,4,Trainer
3,あずさ,n9NnPn-YReTn6-Lnn9gL,ポケパッド,MC,,4,Trainer
3,あずさ,n9NnPn-YReTn6-Lnn9gL,テラスタルオーブ,SV8a,,2,Trainer
3,あずさ,n9NnPn-YReTn6-Lnn9gL,ガラスのラッパ,M2a,,2,Trainer
3,あずさ,n9NnPn-YReTn6-Lnn9gL,夜のタンカ,SV8a,,1,Trainer
3,あずさ,n9NnPn-YReTn6-Lnn9gL,エネルギー回収,SA,,1,Trainer
3,あずさ,n9NnPn-YReTn6-Lnn9gL,エネルギー転送,SA,,1,Trainer
3,あずさ,n9NnPn-YReTn6-Lnn9gL,エネルギーつけかえ,S11a,,1,Trainer
3,あずさ,n9NnPn-YReTn6-Lnn9gL,アンフェアスタンプ(ACE SPEC),SV5a,,1,Trainer
3,あずさ,n9NnPn-YReTn6-Lnn9gL,アカマツ,SV7,,4,Trainer
3,あずさ,n9NnPn-YReTn6-Lnn9gL,リーリエの決心,M1L,,1,Trainer
3,あずさ,n9NnPn-YReTn6-Lnn9gL,ボスの指令,S2,,1,Trainer
3,あずさ,n9NnPn-YReTn6-Lnn9gL,ゼロの大空洞,SV7,,3,Trainer
3,あずさ,n9NnPn-YReTn6-Lnn9gL,ジャミングタワー,SV10,,1,Trainer
3,あずさ,n9NnPn-YReTn6-Lnn9gL,基本草エネルギー,SM12a,,6,Energy
3,あずさ,n9NnPn-YReTn6-Lnn9gL,基本雷エネルギー,SM12a,,2,Energy
3,あずさ,n9NnPn-YReTn6-Lnn9gL,基本闘エネルギー,SM12a,,2,Energy
3,あずさ,n9NnPn-YReTn6-Lnn9gL,基本超エネルギー,SM12a,,2,Energy
5,n,8acJG8-XSegrR-G88ccY,イワパレス,MC,,3,Pokemon
5,n,8acJG8-XSegrR-G88ccY,イシズマイ,MC,,3,Pokemon
5,n,8acJG8-XSegrR-G88ccY,マシマシラ,MC,,4,Pokemon
5,n,8acJG8-XSegrR-G88ccY,オーガポン いしずえのめんex,MC,,1,Pokemon
5,n,8acJG8-XSegrR-G88ccY,キチキギス,SV8a,,2,Pokemon
5,n,8acJG8-XSegrR-G88ccY,ロケット団のフリーザー,M2a,,2,Pokemon
5,n,8acJG8-XSegrR-G88ccY,コダック,M2a,,1,Pokemon
